malt	6.98193e-05	0.000100618	4.97566e-07	0.000125281	-0.00019418	-0.00013859	-0.000372727	0.000511756	0.000199185	0.000371948	-0.000217487	5.22406e-05	-0.000132023	-0.000141286	0.000441293	9.32111e-05	-7.36908e-05	-0.000470828	-0.000606801	0.000138224	0.000559444	-0.000412311	-0.000617673	0.000325118	-0.000940289	-6.04443e-05	0.000290762	0.00052771	0.000466387	-0.000526292	9.81759e-05	-0.000491741	-2.61285e-05	0.000590262	-0.000755807	-0.000316417	0.000289683	2.69715e-05	-0.000207392	-0.000148715	-0.00022451	0.000497355	0.000458298	3.64445e-05	0.000372732	-7.37231e-05	0.000342748	-0.000193591	-3.87293e-05	0.000225901	-3.53163e-05	5.44284e-05	0.000671346	4.62774e-05	7.28138e-05	-0.000503113	-4.0695e-05	-0.000602584	0.00062713	0.000179268	-0.00023145	-6.16741e-05	0.00018805	0.00049742	0.000138295	-0.000737645	-0.000219828	-0.000228964	0.000429698	8.32532e-05	0.000198069	5.25944e-05	-0.000487093	0.000211329	4.50676e-05	6.57133e-05	-0.000456094	0.000954673	-0.000549745	-0.000154448	0.000254051	-0.000264789	0.000459003	-0.000238972	-0.000233039	-0.000451919	0.000352283	0.000101057	0.00103256	3.12857e-05	0.000473838	-0.000674573	0.000780987	-0.000291942	0.000287135	0.000123103	2.39391e-05	-0.000403337	-0.000506435	0.000115105
dark	0.000402471	0.000661071	9.42449e-06	8.09928e-05	3.89943e-06	0.000136655	0.000815012	-0.000131297	0.000200809	0.000171337	-1.18388e-05	-0.000969636	0.000641591	-0.000172451	0.000886843	-0.000382389	-0.000771235	-0.000523111	-0.000382111	0.000116884	0.000170899	0.000236129	-0.000536948	0.000525212	-0.000729509	-0.000688034	-0.000731811	0.000362773	0.000298657	0.000186836	-0.000353403	-0.00041432	0.000353759	0.000343667	-0.000498203	1.73941e-05	-0.000350965	-0.000222731	-0.000424092	-3.30458e-05	-0.000338998	0.00072664	0.000102311	-0.000287198	0.000247768	-5.26767e-05	0.000628044	0.000318447	0.000292808	-0.000354926	0.000107983	-0.000339631	4.87758e-05	0.000327087	0.000365232	-0.00054745	0.000629859	-0.00068122	0.000727718	-0.000458076	-0.000480962	-0.00059605	-0.00119149	-0.000259243	0.000318916	7.83569e-06	-0.000218662	-0.000753406	-0.000709225	0.000225407	0.0007327	0.0003106	4.76622e-05	0.000300577	-0.000625041	0.000496092	-0.000938666	5.44031e-05	6.02527e-05	-9.77055e-05	0.00102935	-0.000432844	7.99108e-06	0.000593836	-0.000237288	-0.000186901	0.000288245	0.000329864	-9.10465e-05	-6.83865e-05	0.00122066	0.000681567	-0.000732956	-0.000134222	8.91123e-05	-0.000820007	-0.000344595	-0.000204456	-0.000265045	0.000228449
head	0.000586825	0.000621468	9.69352e-05	-9.90626e-05	0.000471602	0.00112054	-0.000449688	-0.000848128	-0.000275008	-0.000659448	7.99127e-05	-0.000882502	0.000413363	0.000212316	-0.000448499	-0.000266994	-0.000627596	0.000194568	-0.000823526	-0.000795546	1.47843e-05	0.000369771	-0.000637296	0.000941231	-0.000436882	-7.82151e-06	-0.000989957	0.000170136	0.000342716	-0.000623287	-4.52928e-05	-0.000278132	-0.00054558	0.000277315	-0.00045668	-0.00043517	9.46086e-05	0.00143839	-6.87627e-05	0.000757988	0.00029449	9.63342e-05	0.00207375	-0.000431403	0.00136378	-0.00205875	0.00044052	0.000711405	0.000975741	0.000201226	0.00110585	-0.00144395	-0.000196026	0.000291046	0.00023484	-0.000377573	0.000985097	-0.00140359	0.000276846	-1.17423e-05	-0.000499546	-0.00196476	-0.00215324	0.000531437	0.000500332	-0.000711734	-0.000332504	-0.000985319	-0.000709522	0.000639403	-8.51984e-05	-0.000117003	0.000488554	0.000530839	-0.00072823	0.000746356	-0.000573789	-0.00113945	-9.08931e-06	8.79964e-05	0.000819156	0.000599788	0.00102547	0.00173466	-0.000854778	-0.000316961	-0.000540847	0.000152272	0.000912908	-0.000277216	0.00158154	0.00127319	0.000494878	-0.00205628	0.000558082	-0.000327259	-0.000196234	-0.000314001	-0.000650511	0.00197873
aroma	-1.96049e-05	9.89289e-05	-0.000247849	0.000195146	0.000137994	7.73881e-05	-0.000642647	0.00010518	0.000323169	-1.32201e-05	-0.000127357	-0.000247317	8.52282e-05	0.00016391	0.000187388	0.000167356	-0.000198241	2.51127e-05	-0.000209791	-0.000638676	7.85691e-05	-0.000493694	2.1779e-05	0.000418239	-0.000751734	1.34184e-05	-5.58391e-05	0.000234547	0.000365788	5.9289e-05	0.00021847	-0.000532657	-0.000396504	0.000359947	-0.000465297	-0.000214726	0.00030039	0.000280929	-0.000417548	-0.000188251	-0.000148992	0.00030756	0.000512731	-0.000151092	0.000562537	-0.000575734	0.000229004	-0.000114001	-0.000162541	0.00051962	0.000486558	-0.000418414	0.000479592	-0.000379619	8.94141e-05	-0.00032431	0.000479223	-0.000652718	0.000592191	-0.000260912	-0.00019991	-0.000306144	-0.000143415	0.000581815	0.000239819	-0.000911749	-0.000442902	-7.0711e-05	0.000441171	0.000183282	0.000203818	0.000123121	-0.000563706	-0.000108832	-6.50967e-05	9.73439e-05	-0.000510184	0.000245278	-7.79527e-05	-0.000118318	0.00033596	-0.000199515	0.000351583	3.13639e-05	-0.000517269	-0.000116269	1.82705e-05	-0.000164083	0.000871393	-9.35385e-05	0.000295425	-0.000119636	0.000520931	-0.000803025	0.000243669	0.000116439	-0.000287056	-0.000265038	-0.000408377	0.000250719
sweet	-0.000136247	0.000875853	0.000372732	-0.000194419	0.000235281	-0.00105766	-0.000892615	0.000632102	0.000317322	0.000683451	-0.000178887	0.000848277	-0.000448789	-3.77575e-05	0.000640112	0.000782772	0.000259811	-0.000599418	-0.00157665	0.000535243	0.000783251	-0.000393613	-0.00124426	-0.00012398	-0.0011367	0.000311327	0.000618537	0.00117449	0.000288906	-0.00165654	-4.80589e-05	-0.000225923	0.000177021	0.0013534	-0.000170776	-0.000834532	0.000478777	0.000830011	0.000104674	0.000547512	1.48541e-05	0.000691008	0.00130449	0.000323139	0.000810236	-0.00089709	-0.00076727	4.70958e-05	0.00141602	0.00101757	0.000443716	0.00056613	0.00137695	0.000674234	0.000582869	-0.000526037	-0.00102209	-0.00148487	0.000718043	0.000875454	0.000265101	-0.000345664	6.8861e-07	0.000100426	0.000531961	-0.000161157	-3.76109e-05	9.24472e-05	0.000257453	4.01016e-06	-0.000428631	-0.000647713	-0.000716416	0.000613553	0.000519401	0.000530581	-0.00133392	0.00114251	-0.000789315	0.000584246	0.00014374	0.000433447	0.000863797	0.000361585	-0.00100164	-0.000679837	9.52424e-05	0.000184587	0.000687404	-0.000323618	0.00112936	-0.00165785	0.00115534	-0.00113078	0.000473301	0.000162352	-0.000159554	-0.000266306	-0.00120625	-0.000190279
beer	0.00014259	0.000406943	0.000447932	-0.000456673	0.00101801	-0.000375807	-0.000526888	0.0001002	-4.58727e-05	0.000616904	-0.0010938	0.001161	-0.000211085	-0.00174219	0.000702977	0.000454504	0.00106074	-2.30301e-05	-0.000698264	0.000829964	7.24007e-05	-0.00104792	0.000776235	0.00122342	-0.000809413	-2.48938e-05	-6.85074e-05	-0.000107736	-8.3172e-05	-0.000352026	0.000711725	-9.06003e-05	-0.00126558	0.00129398	0.000431967	0.000208006	-0.00178774	-0.00165476	9.63099e-05	0.000353164	-0.000766094	0.00028531	-0.00011004	0.000908995	0.000148098	-0.00018092	-0.00148683	0.000415539	0.000773312	-0.000648643	0.000220656	0.00199018	-0.000238657	0.0011852	0.00126663	-0.000986305	0.000388505	-0.00135083	0.00127593	0.00157897	9.16121e-05	-0.000689179	-0.000240148	5.35484e-05	6.92107e-05	0.000254815	-0.000931507	0.000466694	-0.000856603	-0.000540204	0.000443171	-0.000587167	-0.000785416	0.00116393	0.000223744	-0.00106509	-0.00124801	-0.000812395	-0.000620615	-0.000920269	-5.96097e-05	0.000785002	0.00011713	0.000385606	-0.000852781	-0.00060838	5.07106e-05	0.00120647	0.000181245	-0.00103868	0.00090051	-0.000522683	7.29148e-06	-0.000230207	0.000246616	-0.00061303	-5.26562e-05	0.000499643	-0.00101558	0.00157815
flavor	-0.000694031	-0.000209347	-0.000269111	-0.00156368	0.000270368	-9.51956e-05	-0.0021552	0.000312993	0.00152021	0.00141873	0.000780624	0.00178086	-0.000532513	-0.00118231	0.000699751	0.00116629	0.000367109	-0.00176607	-0.00215722	-0.000723472	0.000169491	-0.00178466	-0.000599074	0.000721059	-0.00246925	0.000259779	0.00170435	0.0011492	0.00140079	-0.00182229	-0.000140312	-0.00211527	-0.000333604	0.00396259	-0.00100998	-0.0022137	-0.000177146	-0.000946185	0.000513278	-0.00044793	-0.000666471	0.0015102	0.00191837	-4.54415e-05	0.000577824	-5.62487e-05	0.000427877	-0.000749313	-0.000363342	0.000489068	0.000873144	0.00199705	0.00170424	0.00150659	0.000630422	-6.82237e-05	0.00109813	-0.0013404	0.000985317	-0.000343113	0.000103859	0.000973032	-0.000594236	0.00184261	0.00293037	0.000165266	-0.000191443	0.000913721	0.00134774	0.00189175	0.00241686	-0.000139465	-0.00270758	-0.000894046	-0.00153228	0.000224092	-0.000587386	0.00207381	-0.000732879	0.00084242	0.0012575	0.00101214	0.000485391	0.00192311	-0.00119992	-0.000426492	0.000523697	0.000256383	0.00171418	0.000312538	-0.000609651	-0.00210872	0.00129155	-0.000375854	0.000951165	0.000176783	-0.00118409	-0.000621849	0.000201423	0.00101169
bitter	-0.000559385	-0.000750563	0.000993728	-0.00115096	-0.00115793	-0.00128634	-0.00078216	-0.00141238	-0.00121845	-0.000287358	0.000753052	0.00230485	-0.00186663	-0.000445569	0.000849301	0.00065011	0.000312323	-0.000296462	-0.000798974	0.00102102	0.00112099	-8.88646e-05	-9.88436e-06	-0.000599548	-0.00230786	0.000331334	0.0016231	0.000267511	-0.000109318	-0.00376043	0.00065191	-0.00154468	-0.000151311	0.00356279	-0.000949257	-0.000568824	-0.000390144	-0.00110422	-0.0003869	0.000724935	-0.00141121	-0.00036228	0.000571094	-0.000380363	0.000719057	-0.000495238	-0.0024967	-0.00238334	2.19131e-06	-7.58823e-06	0.000250653	0.00128686	0.00173698	0.00147693	-9.31973e-05	-0.000351507	-0.00131664	-0.000377709	0.00199808	0.000840417	-0.000476154	-0.000632293	0.00104818	0.000798444	0.00108814	0.000883792	-0.000154041	0.000782872	0.00196014	0.000832026	-0.000310272	-0.00103951	-0.000817852	0.00181856	0.00196777	-0.00028563	-0.000652772	-0.000283496	-0.000729845	-0.000271044	-0.000544849	-0.000297925	0.001534	0.000831648	-0.00145599	-0.00105282	0.00173988	0.00111145	-0.000985324	-0.00216817	0.00135137	-0.00303019	0.00133328	0.000284049	0.000225839	-1.52461e-05	-0.000876134	0.000372352	-0.00316517	0.000334016
brown	0.00115359	0.000756853	0.000625332	-0.000117866	0.000937926	0.00106947	0.000923747	-0.00132668	-7.79411e-05	-0.00148845	0.000443917	-0.00151521	0.000765686	-7.25991e-05	2.54835e-05	-0.000687386	-0.000873149	-0.000399997	-0.000541394	-0.000629385	0.000382725	0.00119884	-0.000258413	0.00115782	-0.000814612	3.81737e-05	-0.00107394	0.000476085	0.000685254	-0.000156914	-0.000129044	2.26015e-05	0.000328883	0.000396296	-0.000556703	0.000340835	-0.000537659	0.000608389	-0.000466377	0.00130259	0.000622266	-8.78763e-05	0.000816625	-0.000817363	0.000692668	-0.00111853	0.000669174	0.00111722	0.000998534	-0.000302878	0.00114416	-0.000984592	-0.000974224	0.000646756	0.00129878	-0.000218113	0.00117309	-0.000734793	0.000324658	-0.00123237	-0.000566106	-0.00234731	-0.00259829	0.00025851	0.000679028	0.000391607	-0.000468213	-0.000755292	-0.00200984	0.00109194	6.1166e-05	0.000383732	0.000712963	-0.000110647	-0.000658686	0.00129217	-0.000266284	-0.000514338	0.000940077	0.00147252	0.000821018	2.31292e-05	0.000529931	0.0020502	-0.000208478	-0.000100585	-0.000424904	0.00100594	-7.72023e-05	-0.000553507	0.00184047	0.00281061	-0.000976531	-0.000536474	-0.000272602	-0.0018008	-0.00119924	0.000445786	-0.000560369	0.000570012
caramel	-0.000332695	0.00124333	-0.000785572	-0.00057122	0.000418815	7.55674e-06	-0.00169607	0.000418045	0.00115787	0.000373048	4.09771e-05	0.000387253	-0.000129029	-0.000317989	0.00109683	0.000846969	-0.000594884	-0.000475645	-0.00154646	-0.000481292	0.000903118	-0.000943566	-0.000801967	0.000205229	-0.00179521	0.000267459	0.000551619	0.00185768	0.000946843	-0.00109777	0.000368161	-0.00116702	-0.000706429	0.0019936	-0.00104705	-0.000842065	-0.000129342	-0.000782716	-0.000274578	-0.000980012	-0.000355126	-2.57592e-05	0.0013447	0.000318798	0.00102868	-0.000626169	0.000710617	-0.00046044	0.000407939	0.00115425	0.000411832	-0.000381979	0.00132577	-5.40339e-05	0.00156596	-0.000383437	0.00044476	-0.0011991	0.00135113	1.2967e-05	-0.00083132	5.8121e-05	0.000191774	0.000933014	0.00065038	-0.00173732	-0.000420262	-7.62508e-05	0.000702655	6.65682e-05	-0.000407626	0.000512947	-0.000588726	-0.000279359	0.00094484	0.000491318	-0.000694597	0.00220598	-0.000577443	-1.74019e-05	0.000857765	-0.000324602	0.000421621	0.00126844	-0.000787293	-0.000654759	0.000592278	0.000184277	0.00158833	0.000739514	0.000271763	-0.000947964	0.00176706	-0.00138127	0.000116532	-0.000272818	-0.000360974	0.000121155	-0.000809473	1.49177e-05
