WORD	CLUSTER_ID
level	2
thought	2
power	2
made	2
show	2
except	2
second	2
although	2
monk	2
put	2
pick	2
night	2
onc	2
clean	2
disappoint	2
whole	2
wait	2
chimai	2
special	2
cellar	2
compar	2
especi	2
cold	2
howev	2
actual	2
mask	2
damn	2
avail	2
superb	2
fill	2
like	2
quadrupel	2
chewi	2
review	2
coat	2
complet	2
acid	2
sharp	2
isn	2
consid	2
everyth	2
th	2
surpris	2
why	2
close	2
appar	2
begin	2
strength	2
us	2
kick	2
defin	2
woodi	2
alwai	2
chang	2
near	2
nearli	2
temperatur	2
hype	2
velveti	2
despit	2
togeth	2
bui	2
combin	2
sensat	2
wasn	2
higher	2
reason	2
mellow	2
cloi	2
point	2
until	2
god	2
opinion	2
deserv	2
type	2
smoke	2
minut	2
behind	2
throat	2
hot	2
herbal	2
uniqu	2
anyth	2
overli	2
appreci	2
take	2
hoppi	2
month	2
chees	2
cover	2
depth	2
other	2
add	2
least	2
astring	2
part	2
wonderfulli	2
crisp	2
believ	2
bring	2
list	2
have	2
score	2
friend	2
middl	2
els	2
expens	2
wish	2
easili	2
place	2
winter	2
hope	2
purchas	2
mind	2
guess	2
couldn	2
possibl	2
stout	2
rerat	2
hand	2
next	2
room	2
sens	2
pleasur	2
background	2
itself	2
lack	2
cours	2
amazingli	2
peopl	2
sever	2
felt	2
due	2
dessert	2
alreadi	2
life	2
delight	2
true	2
abov	2
glad	2
ye	2
word	2
alchohol	2
done	2
person	2
given	2
heat	2
work	2
oh	2
stronger	2
rememb	2
craft	2
stand	2
abl	2
slick	2
swallow	2
remark	2
coupl	2
own	2
help	2
ago	2
fact	2
mean	2
effect	2
usual	2
aspect	2
exampl	2
dure	2
everyon	2
read	2
im	2
descript	2
haven	2
toward	2
later	2
sipper	2
cannot	2
harsh	2
improv	2
tingl	2
alc	2
case	2
occas	2
drinker	2
lip	2
sehr	2
de	3
m	3
e	3
al	3
un	3
d	3
en	3
la	3
l	3
re	3
w	3
year	3
et	3
buddi	3
iphon	3
o	3
le	3
di	3
r	3
st	3
y	3
n	3
final	3
bernardu	3
mai	3
con	3
bi	3
una	3
est	3
que	3
se	3
een	3
z	3
bier	3
si	3
tr	3
alcool	3
na	3
da	3
es	3
med	3
g	3
f	3
og	3
p	3
bouch	3
c	3
sabor	3
alkohol	3
birra	3
owoc	3
brune	3
il	3
b	3
met	3
smaak	3
bardzo	3
che	3
non	3
qui	3
ma	3
je	3
mouss	3
van	3
avec	3
smaku	3
ar	3
die	3
du	3
nie	3
jest	3
te	3
cerveza	3
karamel	3
er	3
piwo	3
per	3
dan	3
bien	3
smak	3
au	3
v	3
el	3
pr	3
och	3
nota	3
pa	3
nez	3
karmel	3
ce	3
av	3
piana	3
tout	3
j	3
donker	3
brun	3
k	3
ne	3
espuma	3
schiuma	3
rodzynki	3
peu	3
frutta	3
couleur	3
mi	3
mui	3
com	3
caramelo	3
het	3
und	3
aromaci	3
ell	3
der	3
ein	3
zoet	3
suszon	3
dark	4
brown	4
head	4
bottl	4
pour	4
color	4
light	4
tan	4
creami	4
thick	4
deep	4
lace	4
white	4
off	4
almost	4
glass	4
last	4
black	4
big	4
beig	4
red	4
small	4
cloudi	4
appear	4
thin	4
hazi	4
ml	4
bubbl	4
murki	4
cl	4
leav	4
beauti	4
quickli	4
sediment	4
huge	4
opaqu	4
larg	4
foam	4
around	4
oz	4
foami	4
amber	4
reddish	4
finger	4
fizzi	4
frothi	4
rubi	4
dissip	4
cream	4
mahogani	4
bottom	4
fade	4
clear	4
size	4
retent	4
muddi	4
fluffi	4
hue	4
brownish	4
diminish	4
